name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T,azero,neutral_ion_type,dissrxn,tag,formula_ox
S4-2,S4-2,S4-2,aq,SH88 [S92],NA,3.Jul.87,cal,16500,5500,24.7,-50.7,38.1,7.9381,11.6012,1.1902,-3.2586,2.6081,-13.3622,2.839,-2,4,0,-1.0000 S4-2 2.0000 S2-2 2.0000 H+ 0.5000 O2(g) -1.0000 H2O,aux,2S- 2S
S4O6-2,S4O6-2,S4O6-2,aq,SSWS97 [S98],SH88.1,13.Nov.97,cal,-248700,-292600,61.5,-26.4,56.5,10.2672,17.2902,-1.0502,-3.4937,11.7042,-8.4122,2.2805,-2,4,0,-1.0000 S4O6-2 0.5000 O2(g) 2.0000 H+ 2.0000 S2O3-2 -1.0000 H2O,aux,2S+5 2S 6O-2
S5-2,S5-2,S5-2,aq,SH88 [S92],NA,3.Jul.87,cal,15700,5100,33.6,-43.6,47,9.1107,14.4645,0.0649,-3.377,5.5361,-11.9159,2.7051,-2,4,0,-1.0000 S5-2 2.0000 S2-2 1.0000 HS- 3.0000 H+ 1.0000 O2(g) -2.0000 H2O,aux,2S- 3S
S5O6-2,S5O6-2,S5O6-2,aq,SSWS97 [S98],SH88.1,13.Nov.97,cal,-229000,-281000,40,-39.3,45.5,8.8725,13.8806,0.2986,-3.3527,7.1576,-11.0399,2.6076,-2,4,0,-1.0000 S5O6-2 3.0000 H+ 2.5000 S2O3-2 -1.5000 H2O,aux,5S+2 6O-2
SCN-,SCN-,SCN-,aq,SSWS97 [S98],NA,11.Nov.97,cal,22160,18270,34.5,-9.6,35.7,7.0244,9.3687,2.0708,-3.1662,10.7414,-4.99,1.1073,-1,4,0,-1.0000 SCN- -1.5000 O2(g) -1.0000 H2O 1.0000 SO4-2 1.0000 CN- 2.0000 H+,aux,C+4 N-3 S-2
SiF6-2,SiF6-2,SiF6-2,aq,SH88 [S92],NA,16.Feb.88,cal,-525700,-571000,29.2,-47.1,42.6,8.5311,13.0492,0.6211,-3.3185,4.097,-12.6289,2.7716,-2,4,0,-1.0000 SiF6-2 -2.0000 H2O 1.0000 SiO2 4.0000 H+ 6.0000 F-,aux,Si+4 6F-
SiO2,NA,SiO2,aq,SHS89.1 [S92],NA,13.Jan.89,cal,-199190,-209775,18,-76.1,16.1,1.9,1.7,20,-2.7,29.1,-51.2,0.1291,0,3,0,,basis,Si+4 2O-2
SO2,NA,SO2,aq,SHS89 [S92],NA,13.Jul.87,cal,-71980,-77194,38.7,35.48,38.5,6.9502,9.189,2.1383,-3.1589,31.2101,6.4578,-0.2461,0,3,0,-1.0000 SO2 1.0000 SO3-2 2.0000 H+ -1.0000 H2O,,S+4 2O-2
SO3-2,SO3-2,SO3-2,aq,SSWS97 [S98],SH88.1,11.Nov.97,cal,-116300,-151900,-7,-67.5,-3.1,2.4632,-1.7691,6.4494,-2.7058,-2.7967,-16.7843,3.321,-2,4,0,-1.0000 SO3-2 -0.5000 O2(g) 1.0000 SO4-2,aux,S+4 3O-2
SO4-2,SO4-2,SO4-2,aq,SH88 [S92],NA,07.Nov.97,cal,-177930,-217400,4.5,-64.38,13.88,8.3014,-1.9846,-6.2122,-2.697,1.64,-17.998,3.1463,-2,4,0,,basis,S+6 4O-2
Sr(CO3),SrCO3,SrCO3,aq,SSH97 [S98],NA,2.Oct.97,cal,-264860,-288620,8.5,-32.1,-15.24,-0.3332,-8.5922,9.1201,-2.4237,-12.9961,-9.5733,-0.038,0,4,0,-1.0000 Sr(CO3) 1.0000 HCO3- 1.0000 Sr+2 -1.0000 H+,,Sr+2 C+4 3O-2
Sr(HCO3)+,NA,Sr(HCO3)+,aq,SK95 [S98],SLOP98.8,Nov.92,cal,-276720,-291688,38,NA,NA,3.694,1.237,5.264,-2.83,35.345,7.181,-0.023,1,4,0,-1.0000 Sr(HCO3)+ 1.0000 Sr+2 1.0000 HCO3-,,Sr+2 H+ C+4 3O-2
Sr+2,Sr+2,Sr+2,aq,SH88 [S92],NA,06.Nov.97,cal,-134760,-131670,-7.53,-10.05,-17.41,0.7071,-10.1508,7.0027,-2.3594,10.7452,-5.0818,1.1363,2,5,0,,basis,Sr+2
SrCl+,SrCl+,SrCl+,aq,SSH97 [S98],NA,2.Oct.97,cal,-165800,-169790,11,11.84,6.41,2.7719,-1.0104,6.1402,-2.7372,16.6402,-0.6227,0.3837,1,4,0,-1.0000 SrCl+ 1.0000 Cl- 1.0000 Sr+2,,Sr+2 Cl-
SrF+,SrF+,SrF+,aq,SSH97 [S98],NA,2.Oct.97,cal,-202290,-210670,-6.2,16.11,-12.79,0.2336,-7.2081,8.5761,-2.481,21.5706,0.2471,0.6472,1,4,0,-1.0000 SrF+ 1.0000 F- 1.0000 Sr+2,,Sr+2 F-
SrOH+,SrOH+,SrOH+,aq,SSWS97 [S98],NA,13.Nov.97,cal,-173300,-180000,14.6,-7.6,7.2,2.862,-0.7922,6.0586,-2.7462,4.7576,-4.5826,0.3306,1,4,0,-1.0000 SrOH+ -1.0000 H+ 1.0000 Sr+2 1.0000 H2O,,Sr+2 O-2 H+
Ti+4,Ti+4,Ti+4,aq,23,NA,14.jul.94,cal,-71950,-91300,-120.2,NA,NA,-4.4522,-18.645,13.0605,-2.0081,39.332,-4.2974,3.9943,4,3,0,,basis,Ti+4
Zn+2,Zn+2,Zn+2,aq,SSWS97.5 [S98],SH88.1,07.Nov.97,cal,-35200,-36660,-26.2,-5.33,-24.3,-1.0676,-8.929,6.1282,-2.4098,18.74,-5.37,1.4574,2,6,0,,basis,Zn+2
ZnCl+,ZnCl+,ZnCl+,aq,SSH97.3 [S98],NA,16.Sep.97,cal,-66850,-66240,23,19.9,-1.28,1.6583,-3.7293,7.2088,-2.6248,19.6947,1.0191,0.2025,1,4,0,-1.0000 ZnCl+ 1.0000 Cl- 1.0000 Zn+2,,Zn+2 Cl-
ZnCl2,ZnCl2,ZnCl2,aq,SSH97.3 [S98],NA,16.Sep.97,cal,-98300,-109080,27.03,34.7,24.82,5.1486,4.7929,3.8592,-2.9771,26.1528,4.0338,-0.038,0,4,0,-1.0000 ZnCl2 1.0000 Zn+2 2.0000 Cl-,,Zn+2 2Cl-
ZnCl3-,ZnCl3-,ZnCl3-,aq,SSH97.3 [S98],NA,2.Oct.97,cal,-129310,-151060,25,41.97,53.9,9.5636,15.5732,-0.3779,-3.4227,42.2912,5.5147,1.2513,-1,4,0,-1.0000 ZnCl3- 1.0000 Zn+2 3.0000 Cl-,,Zn+2 3Cl-
ZnF+,ZnF+,ZnF+,aq,SSH97 [S98],NA,9.Oct.97,cal,-104109,-116131,-21.81,24.44,-20.48,-0.7395,-9.5843,9.5101,-2.3827,28.5991,1.9435,0.8803,1,4,0,-1.0000 ZnF+ 1.0000 Zn+2 1.0000 F-,,Zn+2 F-
ZnO,ZnO,ZnO,aq,SSWS97.5 [S98],NA,14.Nov.97,cal,-67420,-78290,-2,-10,-21.9,-1.2418,-10.8072,9.9819,-2.3321,0.0295,-5.0715,-0.03,0,3,0,-1.0000 ZnO -2.0000 H+ 1.0000 Zn+2 1.0000 H2O,,Zn+2 O-2
ZnO2-2,ZnO2-2,ZnO2-2,aq,SSWS97.5 [S98],NA,14.Nov.97,cal,-93290,-132100,-40,-15,-26.4,-0.5559,-9.1347,9.3301,-2.4013,32.5837,-6.09,3.8216,-2,4,0,-1.0000 ZnO2-2 -4.0000 H+ 1.0000 Zn+2 2.0000 H2O,,Zn+2 2O-2
ZnOH+,ZnOH+,ZnOH+1,aq,SSWS97.5 [S98],NA,14.Nov.97,cal,-81190,-86990,15,10,-5.3,1.1499,-4.9677,7.6896,-2.5735,15.0306,-0.9975,0.326,1,4,0,-1.0000 ZnOH+ -1.0000 H+ 1.0000 Zn+2 1.0000 H2O,,Zn+2 O-2 H+
akermanite,Ak,Ca2MgSi2O7,cr,HDNB78 [S92],SPRONS92.2,15.Mar.90,cal,-879362,-926497,50.03,NA,92.81,60.09,11.4,-11.4,0,0,0,0,1700,,,-1.0000 akermanite -6.0000 H+ 1.0000 Mg+2 2.0000 Ca+2 2.0000 SiO2 3.0000 H2O,,2Si+4 2Ca+2 Mg+2 7O-2
alabandite,Alb,MnS,cr,HDNB78 [S92],NA,5.May.78,cal,-52178,-51000,19.2,NA,21.46,11.4,1.8,0,0,0,0,0,1803,,,-1.0000 alabandite -1.0000 H+ 1.0000 HS- 1.0000 Mn+2,polymorph,Mn+2 S-2
albite,Ab,Na(AlSi3)O8,cr,HDNB78 [S92],NA,5.May.78,cal,-886308,-939680,49.51,NA,100.25,61.7,13.9,-15.01,0,0,0,0,473,,,-1.0000 albite -4.0000 H+ 1.0000 Al+3 1.0000 Na+ 2.0000 H2O 3.0000 SiO2,,Na+ Al+3 3Si+4 8O-2
"albite,high",Hi-Ab,NaAlSi3O8,cr,HDNB78 [S92],NA,5.May.78,cal,-884509,-937050,52.3,NA,100.43,61.7,13.9,-15.01,0,0,0,0,623,,,"-1.0000 albite,high -4.0000 H+ 1.0000 Al+3 1.0000 Na+ 2.0000 H2O 3.0000 SiO2",,Na+ Al+3 3Si+4 8O-2
"albite,low",Lo-Ab,Na(AlSi3)O8,cr,HDNB78 [S92],NA,5.May.78,cal,-886308,-939680,49.51,NA,100.07,61.7,13.9,-15.01,0,0,0,0,1400,,,"-1.0000 albite,low -4.0000 H+ 1.0000 Al+3 1.0000 Na+ 2.0000 H2O 3.0000 SiO2",,Na+ Al+3 3Si+4 8O-2
alunite,Alu,KAl3(OH)6(SO4)2,cr,HDNB78 [S92],NA,5.May.78,cal,-1113600,-1235600,78.4,NA,293.6,153.45,0,-54.95,0,0,0,0,650,,,-1.0000 alunite -6.0000 H+ 1.0000 K+ 2.0000 SO4-2 3.0000 Al+3 6.0000 H2O,,2S+6 3Al+3 6H+ K+ 14O-2
"amesite,7a",Ams-7A,Mg2Al(AlSi)O5(OH)4,cr,1,,5.May.78,cal,999999,999999,52,NA,103,81.03,24.738,-20.23,0,0,0,0,1000,,,"-1.0000 amesite,7a 2.0000 Al+3 2.0000 Mg+2 1.0000 SiO2 -10.0000 H+ 7.0000 H2O",,2Mg+2 2Al+3 Si+4 9O-2 4H+
amorphous-silica,Amor-Sl,SiO2,cr,1,NA,5.May.78,Cal,-202892,-214568,14.34,NA,29,5.93,47.2,-22.78,0,0,0,0,622,,,-1.0000 amorphous-silica 1.0000 SiO2,,Si+4 2O-2
analcime,Anl,NaAlSi2O6*H2O,cr,HDNB78 [S92],NA,5.May.78,cal,-738098,-790193,56,NA,97.1,53.49,24.14,-8.88,0,0,0,0,1000,,,-1.0000 analcime -4.0000 H+ 1.0000 Al+3 1.0000 Na+ 2.0000 SiO2 3.0000 H2O,,Na+ Al+3 2Si+4 2H+ 7O-2
"analcime,dehydrated",Dhyd-Anl,NaAlSi2O6,cr,HDNB78 [S92],NA,5.May.78,cal,-674989,-714678,41.9,NA,89.1,42.09,24.14,-8.88,0,0,0,0,1000,,,"-1.0000 analcime,dehydrated -4.0000 H+ 1.0000 Al+3 1.0000 Na+ 2.0000 H2O 2.0000 SiO2",idealized,Na+ Al+3 2Si+4 6O-2
anatase,Ana,TiO2,cr,supedit ,NA,19.MAY.93,cal,-211110,-224360,13.21,NA,20.52,17.2952,1.0813,-3.8445,0,0,0,0,1300,,,-1.0000 anatase 1.0000 Ti+4 -4.0000 H+ 2.0000 H2O,,Ti+4 2O-2
andalusite,And,Al2SiO5,cr,HDNB78 [S92],NA,5.May.78,cal,-580587,-615866,22.2,NA,51.53,41.310833,6.292556,-12.392063,0,0,0,0,1043,,,-1.0000 andalusite -6.0000 H+ 1.0000 SiO2 2.0000 Al+3 3.0000 H2O,polymorph,2Al+3 Si+4 5O-2
andradite,Adr,Ca3Fe2Si3O12,cr,HDNB78 [S92],SPRONS92.2,15.Mar.90,cal,-1296819,-1380345,70.13,NA,131.85,113.532,15.636,-30.889,0,0,0,0,1100,,,-1.0000 andradite -12.0000 H+ 2.0000 Fe+3 3.0000 Ca+2 3.0000 SiO2 6.0000 H2O,,2Fe+3 3Ca+2 3Si+4 12O-2
anhydrite,Anh,CaSO4,cr,HDNB78 [S92],NA,5.May.78,cal,-315925,-342760,25.5,NA,45.94,16.78,23.6,0,0,0,0,0,1453,,,-1.0000 anhydrite 1.0000 Ca+2 1.0000 SO4-2,,S+6 Ca+2 4O-2
annite,Ann,KFe3(AlSi3)O10(OH)2,cr,HDNB78 [S92],NA,5.May.78,cal,-1147156,-1232195,95.2,NA,154.32,106.43,29.77,-19.31,0,0,0,0,1000,,,-1.0000 annite -10.0000 H+ 1.0000 Al+3 1.0000 K+ 3.0000 Fe+2 3.0000 SiO2 6.0000 H2O,idealized,K+ 3Fe+2 Al+3 3Si+4 2H+ 12O-2
anorthite,An,Ca(Al2Si2)O8,cr,HDNB78 [S92],SPRONS92.2,15.Mar.90,cal,-954078,-1007552,49.1,NA,100.79,63.311,14.794,-15.44,0,0,0,0,1700,,,-1.0000 anorthite -8.0000 H+ 1.0000 Ca+2 2.0000 Al+3 2.0000 SiO2 4.0000 H2O,,Ca+2 2Al+3 2Si+4 8O-2
anthophyllite,Ath,Mg7Si8O22(OH)2,cr,HDNB78 [S92],NA,5.May.78,cal,-2715430,-2888749,128.6,NA,264.4,180.682,60.574,-38.462,0,0,0,0,903,,,-1.0000 anthophyllite -14.0000 H+ 7.0000 Mg+2 8.0000 H2O 8.0000 SiO2,idealized,8Si+4 2H+ 7Mg+2 24O-2
antigorite,Atg,Mg48Si34O85(OH)62,cr,HDNB78 [S92],NA,5.May.78,cal,-15808020,-17070891,861.36,NA,1749.13,1228.45,513.76,-286.68,0,0,0,0,848,,,-1.0000 antigorite -96.0000 H+ 34.0000 SiO2 48.0000 Mg+2 79.0000 H2O,idealized,34Si+4 62H+ 48Mg+2 147O-2
aragonite,Arg,CaCO3,cr,HDNB78 [S92],PB82 [S92],9.Mar.90,cal,-269683,-288531,21.56,NA,34.15,20.13,10.24,-3.34,0,0,0,0,600,,,-1.0000 aragonite -1.0000 H+ 1.0000 Ca+2 1.0000 HCO3-,polymorph,C+4 Ca+2 3O-2
artinite,Art,Mg2(OH)2(CO3)*3H2O,cr,HDNB78 [S92],NA,5.May.78,cal,-613915,-698043,55.67,NA,96.9,70.87,27.66,-7.43,0,0,0,0,1000,,,-1.0000 artinite -3.0000 H+ 1.0000 HCO3- 2.0000 Mg+2 5.0000 H2O,,C+4 8H+ 2Mg+2 8O-2
azurite,Azr,Cu3(OH)2(CO3)2,cr,HDNB78 [S92],NA,5.May.78,cal,-334417,-390100,66.97,NA,91.01,36.88,77.44,-0.92,0,0,0,0,780,,,-1.0000 azurite -4.0000 H+ 2.0000 H2O 2.0000 HCO3- 3.0000 Cu+2,,3Cu+2 2C+4 2H+ 8O-2
barite,Brt,BaSO4,cr,HDNB78 [S92],NA,5.May.78,cal,-325563,-352100,31.6,NA,52.1,33.8,0,-8.43,0,0,0,0,1422,,,-1.0000 barite 1.0000 Ba+2 1.0000 SO4-2,,Ba+2 S+6 4O-2
boehmite,Bhm,AlO(OH),cr,HDNB78 [S92],NA,5.May.78,cal,-217250,-235078,11.58,NA,19.535,14.435,4.2,0,0,0,0,0,500,,,-1.0000 boehmite -3.0000 H+ 1.0000 Al+3 2.0000 H2O,,Al+3 H+ 2O-2
bornite,Bn,Cu5FeS4,cr,HDNB78 [S92],PK70 [S92],5.May.78,cal,-86704,-79922,99.29,NA,98.6,49.76,35.08,-1.35,0,0,0,0,485,,,-1.0000 bornite -4.0000 H+ 1.0000 Cu+2 1.0000 Fe+2 4.0000 Cu+ 4.0000 HS-,,5Cu+ Fe+3 4S-2
brucite,Brc,Mg(OH)2,cr,HDNB78 [S92],NA,5.May.78,cal,-199646,-221390,15.09,NA,24.63,24.147,4.0124,-6.11,0,0,0,0,900,,,-1.0000 brucite -2.0000 H+ 1.0000 Mg+2 2.0000 H2O,,Mg+2 2H+ 2O-2
bunsenite,Bsn,NiO,cr,HDNB78 [S92],NA,5.May.78,cal,-50573,-57300,9.08,NA,10.97,-4.99,37.58,3.89,0,0,0,0,525,,,-1.0000 bunsenite -2.0000 H+ 1.0000 H2O 1.0000 Ni+2,,Ni+2 O-2
ca-al-pyroxene,Ca-Al-Px,CaAl2SiO6,cr,1,19,15.Mar.90,cal,-742067,-783793,35,NA,63.5,54.13,6.42,-14.9,0,0,0,0,1400,,,-1.0000 ca-al-pyroxene 1.0000 Ca+2 2.0000 Al+3 1.0000 SiO2 -8.0000 H+ 4.0000 H2O,,Ca+2 2Al+3 Si+4 6O-2
calcite,Cal,CaCO3,cr,HDNB78 [S92],PB82 [S92],9.Mar.90,cal,-269880,-288552,22.15,NA,36.934,24.98,5.24,-6.2,0,0,0,0,1200,,,-1.0000 calcite -1.0000 H+ 1.0000 Ca+2 1.0000 HCO3-,polymorph,C+4 Ca+2 3O-2
celadonite,Cln,K(MgAl)Si4O10(OH)2,cr,1,,5.May.78,cal,999999,999999,74.9,NA,157.1,80.25,25.3,-18.54,0,0,0,0,1000,,,-1.0000 celadonite 1.0000 Al+3 1.0000 K+ 1.0000 Mg+2 4.0000 SiO2 -6.0000 H+ 4.0000 H2O,,K+ Mg+2 Al+3 4Si+4 12O-2 2H+
celestite,Cls,SrSO4,cr,RA87,HDNB78.2 [S92],15.Jan.19,cal,-321736.8,-348671.3,28.66216,NA,46.25,21.8,13.3,0,0,0,0,0,1500,,,-1.0000 celestite 1.0000 SO4-2 1.0000 Sr+2,,Sr+2 S+6 4O-2
chabazite,Cbz,Ca(Al2Si4)O12*6H2O,cr,1,,5.May.78,cal,999999,999999,152.9,NA,247.76,146,44.47,-16.43,0,0,0,0,1000,,,-1.0000 chabazite 2.0000 Al+3 1.0000 Ca+2 4.0000 SiO2 -8.0000 H+ 10.0000 H2O,,Ca+2 2Al+3 4Si+4 18O-2 12H+
chalcedony,Cha,SiO2,cr,HDNB78 [S92],NA,5.May.78,cal,-204276,-217282,9.88,NA,22.688,11.22,8.2,-2.7,0,0,0,0,848,,,-1.0000 chalcedony 1.0000 SiO2,,Si+4 2O-2
chalcocite,Cct,Cu2S,cr,HDNB78 [S92],NA,5.May.78,cal,-20626,-19000,28.9,NA,27.48,12.63,18.82,0,0,0,0,0,376,,,-1.0000 chalcocite -1.0000 H+ 1.0000 HS- 2.0000 Cu+,,2Cu+ S-2
chalcopyrite,Ccp,CuFeS2,cr,HDNB78 [S92],PK70 [S92],5.May.78,cal,-44900,-44453,31.15,NA,42.83,20.79,12.8,-1.34,0,0,0,0,830,,,-1.0000 chalcopyrite -2.0000 H+ 1.0000 Cu+2 1.0000 Fe+2 2.0000 HS-,,Cu+ Fe+3 2S-2
chloritoid,Cld,FeAl2SiO5(OH)2,cr,1,,5.May.78,cal,999999,999999,42.1,NA,69.8,60.63,17.13,-13.63,0,0,0,0,1000,,,-1.0000 chloritoid 2.0000 Al+3 1.0000 Fe+2 1.0000 SiO2 -8.0000 H+ 5.0000 H2O,,Fe+2 2Al+3 Si+4 7O-2 2H+
chrysotile,Ctl,Mg3Si2O5(OH)4,cr,HDNB78 [S92],NA,5.May.78,cal,-964871,-1043123,52.9,NA,108.5,75.82,31.6,-17.58,0,0,0,0,1000,,,-1.0000 chrysotile -6.0000 H+ 2.0000 SiO2 3.0000 Mg+2 5.0000 H2O,,2Si+4 4H+ 3Mg+2 9O-2
"clinochlore,14a",14A-Cnc,Mg5Al(AlSi3)O10(OH)8,cr,HDNB78 [S92],NA,5.May.78,cal,-1961703,-2116964,111.2,NA,207.11,166.5,42.1,-37.47,0,0,0,0,900,,,"-1.0000 clinochlore,14a -16.0000 H+ 2.0000 Al+3 3.0000 SiO2 5.0000 Mg+2 12.0000 H2O",idealized,2Al+3 8H+ 5Mg+2 18O-2 3Si+4
"clinochlore,7a",7A-Cnc,Mg5Al(AlSi3)O10(OH)8,cr,HDNB78 [S92],NA,5.May.78,cal,-1957101,-2113197,106.5,NA,211.5,162.82,50.62,-40.88,0,0,0,0,848,,,"-1.0000 clinochlore,7a -16.0000 H+ 2.0000 Al+3 3.0000 SiO2 5.0000 Mg+2 12.0000 H2O",idealized,2Al+3 8H+ 5Mg+2 18O-2 3Si+4
clinozoisite,Czo,Ca2Al3Si3O12(OH),cr,HDNB78 [S92],SPRONS92.2,15.Mar.90,cal,-1549240,-1643781,70.64,NA,136.2,106.118,25.214,-27.145,0,0,0,0,700,,,-1.0000 clinozoisite -13.0000 H+ 2.0000 Ca+2 3.0000 Al+3 3.0000 SiO2 7.0000 H2O,,3Al+3 2Ca+2 H+ 13O-2 3Si+4
coesite,Cos,SiO2,cr,HDNB78 [S92],NA,5.May.78,cal,-203541,-216614,9.65,NA,20.641,11,8.2,-2.7,0,0,0,0,848,,,-1.0000 coesite 1.0000 SiO2,polymorph,Si+4 2O-2
copper,Cu,Cu,cr,HDNB78 [S92],NA,5.May.78,cal,0,0,7.923,NA,7.113,5.41,1.5,0,0,0,0,0,1357,,,-1.0000 copper -2.0000 H+ -0.5000 O2(g) 1.0000 Cu+2 1.0000 H2O,refstate,Cu 
cordierite,Crd,Mg2Al3(AlSi5)O18,cr,1,NA,5.May.78,cal,-2061279,-2183199,97.33,NA,233.22,143.83,25.8,-38.6,0,0,0,0,1700,,,-1.0000 cordierite 4.0000 Al+3 2.0000 Mg+2 5.0000 SiO2 -16.0000 H+ 8.0000 H2O,,2Mg+2 4Al+3 5Si+4 18O-2
"cordierite,hydrous",Hyd-Crd,Mg2Al3(AlSi5)O18*H2O,cr,HDNB78 [S92],NA,5.May.78,cal,-2121350,-2255676,111.43,NA,241.22,155.23,25.8,-38.6,0,0,0,0,1700,,,"-1.0000 cordierite,hydrous -16.0000 H+ 2.0000 Mg+2 4.0000 Al+3 5.0000 SiO2 9.0000 H2O",,4Al+3 2H+ 2Mg+2 19O-2 5Si+4
corundum,Crn,Al2O3,cr,HDNB78 [S92],NA,5.May.78,cal,-374824,-397145,12.18,NA,25.575,27.49,2.82,-8.38,0,0,0,0,1800,,,-1.0000 corundum -6.0000 H+ 2.0000 Al+3 3.0000 H2O,,2Al+3 3O-2
covellite,Cv,CuS,cr,HDNB78 [S92],NA,5.May.78,cal,-12612,-12500,15.9,NA,20.42,10.6,2.64,0,0,0,0,0,1273,,,-1.0000 covellite -1.0000 H+ 1.0000 Cu+2 1.0000 HS-,,Cu+2 S-2
cristobalite,Crs,SiO2,cr,HDNB78 [S92],NA,5.May.78,cal,-203895,-216755,10.372,NA,25.74,13.98,3.34,-3.81,0,0,0,0,543,,,-1.0000 cristobalite 1.0000 SiO2,polymorph,Si+4 2O-2
"cristobalite,alpha",A-Crs,SiO2,cr,HDNB78 [S92],NA,5.May.78,cal,-203895,-216755,10.372,NA,25.74,13.98,3.34,-3.81,0,0,0,0,1000,,,"-1.0000 cristobalite,alpha 1.0000 SiO2",polymorph,Si+4 2O-2
"cronstedtite,7a",7A-Csd,Fe4SiO5(OH)4,cr,1,21,8.Mar.17,cal,-624630,-696242,73.5,NA,110.9,84.79,41.84,-12.476,0,0,0,0,950,,,"-1.0000 cronstedtite,7a 2.0000 Fe+2 2.0000 Fe+3 1.0000 SiO2 -10.0000 H+ 7.0000 H2O",,2Fe+2 2Fe+3 Si+4 9O-2 4H+
"cristobalite,beta",B-Crs,SiO2,cr,HDNB78 [S92],NA,5.May.78,cal,-203290,-215675,11.963,NA,27.38,17.39,0.31,-9.89,0,0,0,0,2000,,,"-1.0000 cristobalite,beta 1.0000 SiO2",polymorph,Si+4 2O-2
cummingtonite,Cum,Mg7Si8O22(OH)2,cr,1,,16.AUG.15,cal,999999,999999,127.5,NA,271.9,185.24,58.61,-41.66,0,0,0,0,800,,,-1.0000 cummingtonite 7.0000 Mg+2 8.0000 SiO2 -14.0000 H+ 8.0000 H2O,,7Mg+2 8Si+4 24O-2 2H+
cuprite,Cpr,Cu2O,cr,HDNB78 [S92],NA,5.May.78,cal,-35384,-40830,22.08,NA,23.437,14.08,5.88,-0.76,0,0,0,0,1515,,,-1.0000 cuprite -2.0000 H+ 1.0000 H2O 2.0000 Cu+,,2Cu+ O-2
"daphnite,14a",Dph-14A,Fe5Al(AlSi3)O10(OH)8,cr,HDNB78 [S92],SLOP98.2,5.May.78,cal,-1550482,-1695426,142.5,NA,213.42,176.21,43.76,-33.82,0,0,0,0,1000,,,"-1.0000 daphnite,14a -16.0000 H+ 2.0000 Al+3 3.0000 SiO2 5.0000 Fe+2 12.0000 H2O",idealized,5Fe+2 2Al+3 8H+ 18O-2 3Si+4
diaspore,Dsp,AlO(OH),cr,HDNB78 [S92],NA,5.May.78,cal,-218402,-237170,8.43,NA,17.76,14.435,4.2,0,0,0,0,0,500,,,-1.0000 diaspore -3.0000 H+ 1.0000 Al+3 2.0000 H2O,,Al+3 H+ 2O-2
diopside,Di,CaMg(SiO3)2,cr,HDNB78 [S92],SPRONS92.2,15.Mar.90,cal,-723780,-765378,34.2,NA,66.09,52.87,7.84,-15.74,0,0,0,0,1600,,,-1.0000 diopside -4.0000 H+ 1.0000 Ca+2 1.0000 Mg+2 2.0000 H2O 2.0000 SiO2,,2Si+4 Ca+2 Mg+2 6O-2
dolomite,Dol,CaMg(CO3)2,cr,HDNB78 [S92],SPRONS92.2,15.Mar.90,cal,-517760,-556631,37.09,NA,64.365,41.557,23.952,-9.884,0,0,0,0,1000,,,-1.0000 dolomite -2.0000 H+ 1.0000 Ca+2 1.0000 Mg+2 2.0000 HCO3-,,2C+4 Ca+2 Mg+2 6O-2
dolomite-dis,Dis-Dol,CaMg(CO3)2,cr,1,19,15.Mar.90,cal,-515653,-553704,39.84,NA,64.39,44.711,17.779,-10.948,0,0,0,0,1000,,,-1.0000 dolomite-dis 2.0000 HCO3- 1.0000 Ca+2 1.0000 Mg+2 -2.0000 H+,,Ca+2 Mg+2 2C+4 6O-2
dolomite-ord,Ord-Dol,CaMg(CO3)2,cr,1,19,15.Mar.90,cal,-517760,-556631,37.09,NA,64.34,44.711,17.779,-10.948,0,0,0,0,1000,,,-1.0000 dolomite-ord 2.0000 HCO3- 1.0000 Ca+2 1.0000 Mg+2 -2.0000 H+,,Ca+2 Mg+2 2C+4 6O-2
enstatite,En,MgSiO3,cr,HDNB78 [S92],NA,5.May.78,cal,-348930,-369686,16.2,NA,31.276,24.55,4.74,-6.28,0,0,0,0,903,,,-1.0000 enstatite -2.0000 H+ 1.0000 H2O 1.0000 Mg+2 1.0000 SiO2,polymorph,Si+4 Mg+2 3O-2
epidote,Ep,Ca2FeAl2Si3O12(OH),cr,HDNB78 [S92],SPRONS92.2,15.Mar.90,cal,-1450906,-1543992,75.28,NA,139.2,117.622,12.816,-31.864,0,0,0,0,1100,,,-1.0000 epidote -13.0000 H+ 1.0000 Fe+3 2.0000 Al+3 2.0000 Ca+2 3.0000 SiO2 7.0000 H2O,idealized,Fe+3 2Al+3 2Ca+2 H+ 13O-2 3Si+4
"epidote,ordered",Ord-Ep,Ca2FeAl2Si3O12(OH),cr,HDNB78 [S92],SPRONS92.2,15.Mar.90,cal,-1450906,-1544016,75.2,NA,139.2,113.78,14.69,-28.92,0,0,0,0,1100,,,"-1.0000 epidote,ordered -13.0000 H+ 1.0000 Fe+3 2.0000 Al+3 2.0000 Ca+2 3.0000 SiO2 7.0000 H2O",idealized,Fe+3 2Al+3 2Ca+2 H+ 13O-2 3Si+4
fayalite,Fa,Fe2SiO4,cr,HDNB78 [S92],NA,5.May.78,cal,-330233,-354119,35.45,NA,46.39,36.51,9.36,-6.7,0,0,0,0,1490,,,-1.0000 fayalite -4.0000 H+ 1.0000 SiO2 2.0000 Fe+2 2.0000 H2O,,2Fe+2 Si+4 4O-2
